Latitude,Longitude,City,Area,Address,Rooms,Floor/Total floors,Material,Total area,Live area,Kitchen,Toilet type,Price,Link,Seller,Comment
59.862912,30.456508,Санкт-Петербург,Невский район,Бабушкина ул. 115 к. 2,1,2/5,ПН,30.1,15.0,6.7,Р,3120,http://www.bn.ru/detail/flats/1176036.html,АРИН,"хор. сост, стп, лвп"
59.860699,30.503275,Санкт-Петербург,Невский район,Октябрьская наб. 124 к. 2,1,8/9,ПН,35.2,18.2,8.1,Р,3150,http://www.bn.ru/detail/flats/1166627.html,Новоселье недв-сть,+7921 356 33 24 Лариса. В
59.889503,30.424672,Санкт-Петербург,Невский район,Крупской ул. 33,1,3/5,К,31.1,17.8,4.8,С,3150,http://www.bn.ru/detail/flats/1183603.html,Экотон,"ПП, ХС, Б, бол 3 лет"
59.908552,30.476011,Санкт-Петербург,Невский район,Антонова-­Овсеенко ул. 19/ 5,1,4/5,ПН,30.0,15.0,7.2,Р,3150,http://www.bn.ru/detail/flats/1176035.html,АЛЕКСАНДР,"89117988126 ОС, ЗЛ, ДГ"
59.863116,30.51401,Санкт-Петербург,Невский район,Русановская ул. 19 к. 5,1,14/24,К/М,32.5,14.6,9.2,С,3188,http://www.bn.ru/detail/flats/1133887.html,ЛенСпецСМУ,ПП от застр.
59.863924,30.512015,Санкт-Петербург,Невский район,Русановская ул. 17 к. 2,1,18/23,К/М,33.7,15.4,9.4,С,3195,http://www.bn.ru/detail/flats/1168329.html,ЛенСпецСМУ,"ПП от застр., ип-ка"
59.901662,30.486198,Санкт-Петербург,Невский район,Шотмана ул. 11,1,1/14,К,32.0,18.2,6.0,Р,3200,http://www.bn.ru/detail/flats/1166637.html,АН Касабланка,"ПП, ключи 89119151915 Ольга"
59.883286,30.474313,Санкт-Петербург,Невский район,Народная ул. 48,1,9/9,К,35.0,21.0,6.0,С,3200,http://www.bn.ru/detail/flats/1151311.html,Октава,89013137823 ХС
59.881281,30.465626,Санкт-Петербург,Невский район,Народная ул. 16 к. 1,1,7/9,К,29.7,16.4,7.0,С,3200,http://www.bn.ru/detail/flats/1166622.html,ИСК НеваСити,"8962680455 ПП. ДГ, Ипотека"
59.910623,30.459967,Санкт-Петербург,Невский район,Искровский пр. 9,1,9/9,БЛ,39.6,22.0,8.5,Р,3200,http://www.bn.ru/detail/flats/1158218.html,частное,срочно. балкон
59.886022,30.429496,Санкт-Петербург,Невский район,Дудко ул. 29 к. 1,1,1/5,К,29.7,17.0,6.0,Р,3200,http://www.bn.ru/detail/flats/1178752.html,Экотон,"евро, нов. сан/тех, метро"
59.864001,30.4633,Санкт-Петербург,Невский район,Бабушкина ул. 82,1,7/17,М,26.0,1.0,16.3,С,3200,http://www.bn.ru/detail/flats/1183596.html,Экотон,"дом сдан, переуступка"
59.864327,30.513453,Санкт-Петербург,Невский район,Русановская ул. 19 к. 2,1,23/23,К/М,35.7,16.9,9.9,С,3227,http://www.bn.ru/detail/flats/1110918.html,ЛенСпецСМУ,"ПП от застр., ип-ка"
59.839004,30.493411,Санкт-Петербург,Невский район,Шлиссельбургский пр. 17 к. 2,1,6/9,БЛ,33.0,17.0,8.0,Р,3250,http://www.bn.ru/detail/flats/1147821.html,АН Панорама,Отличная квартира с ремон
59.896395,30.46321,Санкт-Петербург,Невский район,Дальневосточный пр. 38,1,4/12,К,36.0,21.0,7.0,С,3250,http://www.bn.ru/detail/flats/1172012.html,ТРОИЦКИЙ ДОМ,89313584018 ПП
59.902934,30.484751,Санкт-Петербург,Невский район,Большевиков пр. 25,1,5/9,606,31.1,15.5,8.1,Р,3250,http://www.bn.ru/detail/flats/1172009.html,Петербургская Недв.,больше 3 ЛЕТ
59.833063,30.512716,Санкт-Петербург,Невский район,Шлиссельбургский пр. 41,1,3/12,137,33.1,17.5,7.5,Р,3300,http://www.bn.ru/detail/flats/1179857.html,частное,"ПП, ДГ, СТ., Б, 2 кладовки"
59.916009,30.440491,Санкт-Петербург,Невский район,Союзный пр. 4А,1,14/15,К/М,28.5,18.0,0.0,С,3300,http://www.bn.ru/detail/flats/1168335.html,частное,"ПП идеальн, ЖК РИО, с меб"
59.863206,30.50332,Санкт-Петербург,Невский район,Русановская ул. 9,1,11/23,К/М,40.0,18.0,11.0,Р,3300,http://www.bn.ru/detail/flats/1158246.html,частное,"без отд, п/у, вид нева"
59.861715,30.505089,Санкт-Петербург,Невский район,Октябрьская наб. 124 к. 7,1,2/17,К,34.6,16.7,9.5,Д,3300,http://www.bn.ru/detail/flats/1160834.html,ПАН СПб,Продаётся 1 к. кв в перспе
59.900128,30.472705,Санкт-Петербург,Невский район,Искровский пр. 30,1,6/9,504,29.0,15.0,6.6,Р,3300,http://www.bn.ru/detail/flats/1183601.html,Итака,"1-27310 ПП, Б3л, док. гот"
59.90515,30.483009,Санкт-Петербург,Невский район,Большевиков пр. 21,1,2/9,ПН,31.0,15.0,8.0,Р,3300,http://www.bn.ru/detail/flats/1183597.html,Магазин квартир,ПП. до метро 2 минуты.
59.862967,30.441147,Санкт-Петербург,Невский район,Шелгунова ул. 43,1,6/9,К,34.0,21.0,6.0,С,3392,http://www.bn.ru/detail/flats/1183615.html,Динас,"89118133193 ПП, ХС, Балкон"
59.8905,30.483727,Санкт-Петербург,Невский район,Тельмана ул. 43 к. 1,1,4/10,600.11,36.0,18.0,9.0,Р,3400,http://www.bn.ru/detail/flats/1179850.html,частное,ПП ДГ ЖСК
59.863924,30.512015,Санкт-Петербург,Невский район,Русановская ул. 17/2,1,5/23,К/М,34.0,15.0,9.3,С,3400,http://www.bn.ru/detail/flats/1064566.html,частное,"Рем, С/Уплит, Кухгар, НовДом"
59.861715,30.505089,Санкт-Петербург,Невский район,Октябрьская наб. 124 к. 7,1,15/17,К/М,32.0,16.0,8.5,С,3400,http://www.bn.ru/detail/flats/1133865.html,частное,"ПП, б. 3-х, 89117118262"
59.908164,30.4799,Санкт-Петербург,Невский район,Большевиков пр. 17,1,3/9,БЛ,31.0,16.0,8.2,Р,3400,http://www.bn.ru/detail/flats/1182496.html,Елисеевский квартал,"9945423, Елена"
59.894351,30.416596,Санкт-Петербург,Невский район,Елизарова пр. 23,1,3/5,К,32.0,17.0,6.0,Р,3450,http://www.bn.ru/detail/flats/1122918.html,ЦАН,"ПП, Рем, парк"
59.8945,30.471582,Санкт-Петербург,Невский район,Крыленко ул. 15 к. 2,1,2/9,К,37.0,20.0,6.0,С,3450,http://www.bn.ru/detail/flats/1133838.html,Петербургская Недв.,ПП ЖСК хор/сост ДГ
59.91977,30.470127,Санкт-Петербург,Невский район,Коллонтай ул.,1,7/20,К/М,36.0,19.3,12.4,С,3480,http://www.bn.ru/detail/flats/1078857.html,ЛенРегионСтрой,"свежий ремонт, вид"
59.901662,30.486198,Санкт-Петербург,Невский район,Шотмана ул. 11,1,7/14,К,32.4,18.0,6.0,С,3500,http://www.bn.ru/detail/flats/1172038.html,Адвекс,"8911-252 05 42 П. П., 5 ми"
59.838702,30.506841,Санкт-Петербург,Невский район,Рыбацкий пр. 35 к. 3,1,11/16,М/ПН,42.1,16.0,11.2,Р,3500,http://www.bn.ru/detail/flats/1160847.html,Итака,1-26316 ППб3лБОМетро10м
59.876278,30.446025,Санкт-Петербург,Невский район,Ивановская ул. 7,1,2/7,СТ,36.0,19.5,6.6,С,3500,http://www.bn.ru/detail/flats/1152780.html,Звезды Петербурга,"ПП, стеклопакеты"
59.915052,30.47001,Санкт-Петербург,Невский район,Большевиков пр. 7 к. 3,1,6/25,К/М,24.0,16.5,0.0,С,3500,http://www.bn.ru/detail/flats/992462.html,Тулос,Соб-ть отделка мебель ПП
59.910555,30.456436,Санкт-Петербург,Невский район,Белышева ул. 8,1,6/9,БЛ,40.0,22.5,7.1,Р,3500,http://www.bn.ru/detail/flats/1133792.html,Аванстрой,ПП спк ремонт
59.913496,30.453751,Санкт-Петербург,Невский район,Белышева ул. 4,1,3/9,ПН,35.2,18.2,7.0,Р,3500,http://www.bn.ru/detail/flats/1174773.html,АН СОФИЯ,"ПП, Б/3х лет, воен. ип/субс"
59.833945,30.522876,Санкт-Петербург,Невский район,Славянская ул. 3,1,5/14,К/М,39.0,16.0,10.0,С,3550,http://www.bn.ru/detail/flats/1174799.html,Форт Рыбацкий,"ПП, новый дом, 3 кв 2016"
59.912504,30.458143,Санкт-Петербург,Невский район,Искровский пр. 3 к. 2,1,3/14,137,34.0,18.0,8.0,Р,3590,http://www.bn.ru/detail/flats/1178755.html,частное,ПП 3г рем ХС встр/кух зБ
59.842594,30.493465,Санкт-Петербург,Невский район,Рыбацкий пр. 15 к. 1,1,13/15,М,26.5,19.6,0.0,С,3600,http://www.bn.ru/detail/flats/1127927.html,Петербургская Недв.,отл/рем кач/дом
59.862601,30.513318,Санкт-Петербург,Невский район,Русановская ул. 19 к. 4,1,13/25,К/М,41.7,16.0,10.4,С,3600,http://www.bn.ru/detail/flats/1174796.html,Петербургская Недв.,89119718020 ПП собств. б/о
59.922422,30.461728,Санкт-Петербург,Невский район,Пятилеток пр. 3,1,7/12,137,39.0,20.2,10.1,Р,3600,http://www.bn.ru/detail/flats/1144184.html,Адвекс,"951-91-20. ПП, Заст. лодж 6м"
59.881187,30.47725,Санкт-Петербург,Невский район,Народная ул. 53 к. 2,1,10/16,ИНД,35.0,16.0,11.0,Р,3600,http://www.bn.ru/detail/flats/1172022.html,Итака,"1-26692 ХС, дв, ПП 9302771"
59.925457,30.497229,Санкт-Петербург,Невский район,Коллонтай ул. 45,1,5/16,К,39.0,19.0,8.0,Р,3600,http://www.bn.ru/detail/flats/1158221.html,Елисеевский квартал,"пп Хорошее состояние, окн"
59.905678,30.464872,Санкт-Петербург,Невский район,Искровский пр. 15 к. 2,1,2/9,504,33.6,17.6,7.9,Р,3600,http://www.bn.ru/detail/flats/1133820.html,РОСЛЕКС,"ПП, ОС, Б-нет"
59.897718,30.490007,Санкт-Петербург,Невский район,Большевиков пр. 33 к. 1,1,5/9,К,35.5,18.0,8.0,Р,3600,http://www.bn.ru/detail/flats/1174776.html,Экотон,"ПП, б 3 л, Б, ок-з/дв"
59.864887,30.512366,Санкт-Петербург,Невский район,Русановская ул. 19,1,8/22,К/М,48.0,17.0,12.0,Р,3650,http://www.bn.ru/detail/flats/1168331.html,СНГород,"б/о, пп, соб-ть"
59.908683,30.456302,Санкт-Петербург,Невский район,Подвойского ул. 8,1,2/23,К/М,37.0,16.0,11.0,С,3650,http://www.bn.ru/detail/flats/1178764.html,HOUSE estate,Переуступка по ДДУ
59.861715,30.505089,Санкт-Петербург,Невский район,Октябрьская наб. 124 к. 7,1,10/21,К/М,30.7,16.1,8.3,С,3650,http://www.bn.ru/detail/flats/1158237.html,ТДН,"ПП, ХС."
59.861715,30.505089,Санкт-Петербург,Невский район,Октябрьская наб. 124 к. 7,1,4/17,К/М,33.0,15.8,10.5,Р,3650,http://www.bn.ru/detail/flats/1158238.html,Итака,1-26133 ОС ПП
59.863513,30.505943,Санкт-Петербург,Невский район,Русановская ул. 11,1,14/23,К/М,37.0,16.0,10.0,С,3700,http://www.bn.ru/detail/flats/1117738.html,частное,"ПП, н/д, с отд, школа"
59.861715,30.505089,Санкт-Петербург,Невский район,Октябрьская наб. 124 к. 7,1,3/17,К/М,32.0,15.0,9.0,С,3700,http://www.bn.ru/detail/flats/1176050.html,Петербургская Недв.,ПП ЗЛ ремонт
59.859705,30.506428,Санкт-Петербург,Невский район,Октябрьская наб. 126/3,1,2/24,М/ПН,42.0,18.0,11.0,С,3700,http://www.bn.ru/detail/flats/1151320.html,частное,"ПП, мебель, техника"
59.898002,30.480969,Санкт-Петербург,Невский район,Крыленко ул. 27,1,8/14,К,37.7,21.2,7.7,Р,3700,http://www.bn.ru/detail/flats/1183605.html,Русский Дом,"ПП, тр. рем., Лодж на к+кух"
59.924456,30.447417,Санкт-Петербург,Невский район,Ворошилова ул. 9,1,12/12,137,44.0,20.0,10.0,Р,3700,http://www.bn.ru/detail/flats/1166614.html,частное,"Во двор, 6м балк Кухн Меб"
59.863924,30.512015,Санкт-Петербург,Невский район,Русановская ул. 17 к. 2,1,19/23,К/М,40.8,17.6,10.0,С,3734,http://www.bn.ru/detail/flats/1110911.html,ЛенСпецСМУ,"ПП от застр., ип-ка"
59.916009,30.440491,Санкт-Петербург,Невский район,Союзный пр. 4,1,1/15,К/М,33.4,17.0,8.5,С,3750,http://www.bn.ru/detail/flats/1183613.html,Итака,1-27228 ПП Б 9303154
59.901242,30.494265,Санкт-Петербург,Невский район,Крыленко ул. 45 к. 1,1,1/10,504Д,46.0,18.6,13.4,Р,3750,http://www.bn.ru/detail/flats/1071589.html,Адвекс,89217984805 хс 0тл план3г
59.873184,30.47434,Санкт-Петербург,Невский район,Большевиков пр. 79 к. 4,1,3/23,К/М,42.0,17.2,11.0,С,3750,http://www.bn.ru/detail/flats/1174778.html,Петербургская Недв.,нов/дом хор/рем б3л меб
59.932067,30.45914,Санкт-Петербург,Невский район,Ворошилова ул. 27,1,18/19,К/М,45.3,19.1,11.0,Р,3790,http://www.bn.ru/detail/flats/1179836.html,Ваш адрес,"ПП, ДГ, ЗЛ, отл. вид."
59.840994,30.501514,Санкт-Петербург,Невский район,Рыбацкий пр.,1,7/28,К/М,29.5,19.1,0.0,С,3799,http://www.bn.ru/detail/flats/1158257.html,ГК ПЛЮС,развитая инфраструктура
59.840248,30.495855,Санкт-Петербург,Невский район,Шлиссельбургский пр. 12,1,4/12,137,38.7,20.2,10.2,Р,3800,http://www.bn.ru/detail/flats/1179855.html,Петербургская Недв.,ПП 3 лет ХС встр. кухня
59.836016,30.516947,Санкт-Петербург,Невский район,Рыбацкий пр. 51 к. 1,1,4/12,137,38.9,16.5,10.2,Р,3800,http://www.bn.ru/detail/flats/1183610.html,частное,"ХС, дом у Невы"
59.862601,30.513318,Санкт-Петербург,Невский район,Русановская ул. 19 к. 4,1,6/25,К/М,42.0,17.0,10.0,Р,3800,http://www.bn.ru/detail/flats/1133886.html,АН Огни Города,"89681910086, ПП, евро, Л-7м"
59.881471,30.478625,Санкт-Петербург,Невский район,Народная ул. 53 к. 3,1,6/16,М/ПН,36.2,18.4,9.8,Р,3800,http://www.bn.ru/detail/flats/1141465.html,Невский простор,8 (905) 2656746 ПП хс 3л
59.900376,30.467162,Санкт-Петербург,Невский район,Дыбенко ул. 15 к. 2,1,5/12,К,35.5,20.2,8.0,Р,3800,http://www.bn.ru/detail/flats/1183599.html,Адвекс,"ДГ, ППр Квартира теплая, со"
59.910961,30.498873,Санкт-Петербург,Невский район,Дыбенко ул. 42,1,12/12,К/М,37.0,16.0,9.0,Р,3800,http://www.bn.ru/detail/flats/1172013.html,Петербургская Недв.,ПП з/л еврорем паркинг
59.920772,30.436548,Санкт-Петербург,Невский район,Складская ул.,1,12/16,М,37.0,12.3,11.0,Р,3810,http://www.bn.ru/detail/flats/1183611.html,Экотон,Отделка под ключ
59.863206,30.50332,Санкт-Петербург,Невский район,Русановская ул. 9,1,19/23,К/М,40.6,17.8,9.9,С,3833,http://www.bn.ru/detail/flats/935455.html,ЛенСпецСМУ,ПП от застр.
59.842594,30.493465,Санкт-Петербург,Невский район,Рыбацкий пр. 15 к. 1,1,2/16,К,34.0,17.0,10.0,Р,3850,http://www.bn.ru/detail/flats/1158255.html,Эстейт СПб, 
59.901242,30.494265,Санкт-Петербург,Невский район,Крыленко ул. 45 к. 1,1,8/10,504Д,48.0,18.0,14.0,Р,3850,http://www.bn.ru/detail/flats/1160823.html,АН Ленинград,ПП лод. торг
59.868591,30.449106,Санкт-Петербург,Невский район,Бабушкина ул. 99,1,3/5,БР,32.0,17.0,6.0,Д,3850,http://www.bn.ru/detail/flats/1168309.html,Вариант,"89818092840 ПП, ОС, ЗБ, И"
59.917299,30.439961,Санкт-Петербург,Невский район,Союзный пр. 6,1,3/15,К/М,40.9,18.7,8.7,Р,3850,http://www.bn.ru/detail/flats/1174800.html,Елисеевский квартал,"9512770, ПП"
59.916009,30.440491,Санкт-Петербург,Невский район,Союзный пр. 4,1,10/15,К/М,33.0,17.0,8.4,С,3900,http://www.bn.ru/detail/flats/1168333.html,ГЦН,"9032838 ПП срочно, собств"
59.831277,30.518771,Санкт-Петербург,Невский район,Слепушкина пер. 7,1,4/16,К,45.0,17.8,9.3,Р,3900,http://www.bn.ru/detail/flats/1133900.html,Агентство Митра,"2лоджии, ОС, Более 3лет."
59.862528,30.512177,Санкт-Петербург,Невский район,Русановская ул. 17 к. 4,1,14/23,К/М,39.0,15.0,10.0,Р,3900,http://www.bn.ru/detail/flats/1133881.html,частное,ПП зБ евростандарт собств
59.915585,30.44704,Санкт-Петербург,Невский район,Коллонтай ул. 6 к. 2,1,5/17,ПН,35.4,18.6,8.6,Р,3900,http://www.bn.ru/detail/flats/1133837.html,Итака,1-25053 ХС 3г ДОК ГТ
59.915052,30.47001,Санкт-Петербург,Невский район,Большевиков пр. 7 к. 3,1,21/25,К/М,40.0,16.3,9.3,Р,3900,http://www.bn.ru/detail/flats/1154693.html,частное,"балкон 14 м, 2013, торг"
59.901242,30.494265,Санкт-Петербург,Невский район,Крыленко ул. 45 к. 1,1,7/9,504Д,46.0,18.5,14.0,Р,3960,http://www.bn.ru/detail/flats/1105025.html,АН-СОВЕТНИК СПб,ПП Б3лет. ХС
59.929682,30.472355,Санкт-Петербург,Невский район,Российский пр. 14,1,7/12,К,36.0,19.5,8.0,Р,3980,http://www.bn.ru/detail/flats/1166632.html,Итака,"1-26494 ПП, ХС, ДокГот"
59.908683,30.456302,Санкт-Петербург,Невский район,Подвойского ул. 8,1,21/23,М,37.0,16.0,11.0,С,3990,http://www.bn.ru/detail/flats/1178765.html,HOUSE estate,Подходит под ипотеку!
59.908683,30.456302,Санкт-Петербург,Невский район,Подвойского ул. 8,1,22/23,К/М,37.5,16.0,9.0,С,3990,http://www.bn.ru/detail/flats/1141479.html,HOUSE estate,Переуступка! Панорама!
59.918183,30.448172,Санкт-Петербург,Невский район,Бадаева ул. 8 к. 1,1,17/17,ПН,35.1,18.5,8.4,Р,3990,http://www.bn.ru/detail/flats/1179834.html,ЛенРегионСтрой,"охр. двор, ремонт, мебель"
59.834497,30.510246,Санкт-Петербург,Невский район,Шлиссельбургский пр. 37,1,9/12,К,35.7,18.0,7.6,С,4000,http://www.bn.ru/detail/flats/1133929.html,ГЖА,9540566 ВП
59.916009,30.440491,Санкт-Петербург,Невский район,Союзный пр. 4,1,9/15,К/М,33.3,17.0,8.5,С,4000,http://www.bn.ru/detail/flats/1178774.html,Петербургская Недв.,ПП отл/сост з/л РИО собст
59.840985,30.503589,Санкт-Петербург,Невский район,Рыбацкий пр. 18,1,7/26,К/М,37.2,16.5,10.5,Р,4000,http://www.bn.ru/detail/flats/1172031.html,Динас,8981 8361422 нов дом ЛД
59.881187,30.47725,Санкт-Петербург,Невский район,Народная ул. 53 к. 2,1,11/17,БЛ,44.0,19.0,10.0,Р,4000,http://www.bn.ru/detail/flats/1182502.html,Бриз,"89112593162, ВП, ОС Отличн"
59.925615,30.484302,Санкт-Петербург,Невский район,Солидарности пр. 3 к. 2,1,7/9,БЛ,39.0,22.5,7.3,Р,4050,http://www.bn.ru/detail/flats/1183612.html,частное,"ОС, Прямая продажа, кухня, Б"
59.919464,30.474017,Санкт-Петербург,Невский район,Коллонтай ул. 23 к. 2,1,10/12,137,38.6,20.2,10.1,Р,4050,http://www.bn.ru/detail/flats/1168319.html,частное,"ПП, ХС, ЗЛ, торг"
59.832037,30.510362,Санкт-Петербург,Невский район,Караваевская ул. 28 к. 1,1,13/26,К/М,32.3,16.0,8.0,Р,4050,http://www.bn.ru/detail/flats/1052959.html,РОСЛЕКС,"ПП, евро, З/Л"
59.863206,30.50332,Санкт-Петербург,Невский район,Русановская ул. 9,1,6/23,К/М,46.7,15.0,16.7,С,4060,http://www.bn.ru/detail/flats/1182510.html,ЛенСпецСМУ,"ПП от застр., ип-ка"
59.914344,30.450112,Санкт-Петербург,Невский район,Коллонтай ул. 5 к. 1,1,7/19,М,34.4,16.0,10.1,Р,4090,http://www.bn.ru/detail/flats/1163901.html,Экотон,"ПП, ОС, З/Л, менее 3 л"
59.917966,30.481329,Санкт-Петербург,Невский район,Товарищеский пр. 3 к. 1,1,7/16,К,37.2,18.4,8.7,Р,4100,http://www.bn.ru/detail/flats/1133920.html,АЛЕКСАНДР,89112404374 ХС ПП.
59.915052,30.497301,Санкт-Петербург,Невский район,Солидарности пр. 21 к. 3,1,14/16,К,40.5,17.1,10.4,Р,4100,http://www.bn.ru/detail/flats/1179847.html,Петербургская Недв.,н/дом 3года ДГ заст/балк
59.867742,30.469758,Санкт-Петербург,Невский район,Обуховской Обороны пр. 110,1,2/23,К/М,37.8,14.8,10.2,С,4100,http://www.bn.ru/detail/flats/1133858.html,частное,"Отделка, ключи"
59.866667,30.4686,Санкт-Петербург,Невский район,Обуховской Обороны 110 к. 1,1,2/23,К/М,37.8,14.8,10.2,С,4100,http://www.bn.ru/detail/flats/905455.html,частное,"Отделка, ключи"
59.914344,30.450112,Санкт-Петербург,Невский район,Коллонтай ул. 5 к. 1,1,16/25,М,36.0,18.0,12.0,Р,4100,http://www.bn.ru/detail/flats/1174782.html,Вся Недвижимость,с мебелью и техникой
59.919694,30.473046,Санкт-Петербург,Невский район,Коллонтай ул. 23 к. 1,1,7/12,137,38.7,20.1,10.2,Р,4100,http://www.bn.ru/detail/flats/1183602.html,Петербург. Риэлтор,"ОС, СП, Б, более3хлет, ремонт"
59.89709,30.493402,Санкт-Петербург,Невский район,Большевиков пр. 30 к. 1,1,7/10,ПН,40.0,22.0,10.0,Р,4100,http://www.bn.ru/detail/flats/1100552.html,РФН,"ПП, более 3х лет"
59.916009,30.440491,Санкт-Петербург,Невский район,Союзный пр. 4,1,9/15,К/М,39.2,17.5,9.4,С,4150,http://www.bn.ru/detail/flats/1013341.html,ИСМ-ФАСАД,ПП. Нов. Ремонт
59.867742,30.469758,Санкт-Петербург,Невский район,Обуховской Обороны пр. 110,1,4/23,К/М,40.5,16.4,10.0,Р,4150,http://www.bn.ru/detail/flats/1133859.html,частное,"Новый дом, б/о."
59.866667,30.4686,Санкт-Петербург,Невский район,Обуховской Обороны 110 к. 1,1,4/23,К/М,40.5,16.4,10.0,Р,4150,http://www.bn.ru/detail/flats/884839.html,частное,"Новый дом, б/о."
59.919486,30.442504,Санкт-Петербург,Невский район,Бадаева ул. 14 к. 1,1,7/17,К/М,34.0,15.0,8.0,Р,4199,http://www.bn.ru/detail/flats/1178746.html,Итака,1-27011 ПП менее3лет ОС
59.918336,30.484167,Санкт-Петербург,Невский район,Товарищеский пр. 12 к. 2,1,10/10,121,40.3,17.1,11.0,С,4200,http://www.bn.ru/detail/flats/1168336.html,Адвекс,"8 (911) 910-7907 ПП, хс б3л"
59.878464,30.461737,Санкт-Петербург,Невский район,Народная ул. 5,1,11/16,121,45.0,20.0,10.0,С,4200,http://www.bn.ru/detail/flats/1154699.html,Адвекс,8 (911) 980-35-81 ПП
59.89366,30.471654,Санкт-Петербург,Невский район,Крыленко ул. 13 к. 4,1,3/10,К,38.0,15.3,11.0,Р,4200,http://www.bn.ru/detail/flats/1168322.html,Экотон,"ПП, ДГ, ОС, с меб., 3 год"
59.932955,30.46082,Санкт-Петербург,Невский район,Ворошилова ул. 29 к. 1,1,12/19,К/М,41.6,18.3,10.7,Р,4200,http://www.bn.ru/detail/flats/1133800.html,Экотон,"ОС, ВП, с меб, техн."
59.930651,30.458952,Санкт-Петербург,Невский район,Латышских Стрелков 15 к. 3,1,10/16,К/М,42.0,22.0,10.0,Р,4299,http://www.bn.ru/detail/flats/1160824.html,частное,ПП зЛ-3м бол 3лет рем д/г
59.929646,30.459455,Санкт-Петербург,Невский район,Латышских Стрелков 15 к. 1,1,15/16,К/М,42.0,21.7,10.8,С,4300,http://www.bn.ru/detail/flats/1183606.html,М16 - Недвижимость,Прямая продажа 1ккв 42м2
59.908683,30.456302,Санкт-Петербург,Невский район,Подвойского ул. 8,1,17/23,М,37.5,15.9,10.9,Р,4315,http://www.bn.ru/detail/flats/1176052.html,ПСК,"ДДУ, ключи декабрь, б/о"
59.869399,30.458988,Санкт-Петербург,Невский район,Обуховской Обороны пр. 195,1,21/25,К/М,33.0,16.0,8.5,С,4350,http://www.bn.ru/detail/flats/1182504.html,частное,"хор/рем, Л, ПП"
59.85947,30.505071,Санкт-Петербург,Невский район,Октябрьская наб. 126 к. 1,1,7/17,К/М,45.6,22.7,10.5,С,4390,http://www.bn.ru/detail/flats/1154703.html,частное,"ПП, евро, заст/л, бол/3л"
59.927171,30.470315,Санкт-Петербург,Невский район,Латышских Стрелков ул. 1,1,9/12,К/М,46.0,20.0,10.0,Р,4399,http://www.bn.ru/detail/flats/1097448.html,ГЖА,встречка подобрана. нотар
59.915052,30.497301,Санкт-Петербург,Невский район,Солидарности пр. 21 к. 3,1,8/16,К/М,40.0,18.0,10.5,Р,4400,http://www.bn.ru/detail/flats/1158258.html,Время Недвижимости,Отличный ремонт
59.867742,30.469758,Санкт-Петербург,Невский район,Обуховской Обороны пр. 110,1,3/23,К/М,39.0,16.0,12.0,С,4400,http://www.bn.ru/detail/flats/1183609.html,частное,"нов, жк Молодежный"
59.918277,30.458997,Санкт-Петербург,Невский район,Коллонтай ул. 14 к. 2,1,11/17,К,38.0,19.0,7.5,Р,4400,http://www.bn.ru/detail/flats/1160818.html,АН Панорама,8-911-260-
59.918183,30.448172,Санкт-Петербург,Невский район,Бадаева ул. 8 к. 1,1,2/17,ПН,35.2,18.5,8.4,Р,4430,http://www.bn.ru/detail/flats/1163885.html,АЛЕКСАНДР,89052110319 ПП отл сост
59.911773,30.499026,Санкт-Петербург,Невский район,Дыбенко ул. 42 к. 3,1,8/13,М,50.0,18.0,11.5, ,4480,http://www.bn.ru/detail/flats/1122916.html,МЕГАПОЛИС,Монолитный дом 2012 года
59.915052,30.47001,Санкт-Петербург,Невский район,Большевиков пр. 7 к. 3,1,21/25,К/М,44.0,15.3,10.4,С,4490,http://www.bn.ru/detail/flats/1183598.html,частное,ПП вид лоджия
59.918931,30.483952,Санкт-Петербург,Невский район,Товарищеский пр. 10 к. 1,1,9/10,ПН,40.1,17.0,11.0,С,4500,http://www.bn.ru/detail/flats/1179853.html,Адвекс,"89217445787 ХС, охрана"
59.841545,30.503724,Санкт-Петербург,Невский район,Рыбацкий пр. 18 к. 5,1,20/26,К/М,44.0,16.0,11.6,Р,4500,http://www.bn.ru/detail/flats/1110929.html,частное,"нов дом, б/о, ключи, вид"
59.864656,30.50976,Санкт-Петербург,Невский район,Русановская ул. 15 к. 1,1,17/22,К/М,32.0,15.1,9.2,С,4500,http://www.bn.ru/detail/flats/1160840.html,Итака,"1-26234 евро, больш. лодж"
59.915679,30.399852,Санкт-Петербург,Невский район,Глазурная ул. 2,1,5/10,ПН,45.2,17.0,9.0,Р,4500,http://www.bn.ru/detail/flats/1163891.html,Магазин квартир,ПП Евро Б. 3 лет
59.930092,30.458018,Санкт-Петербург,Невский район,Латышских Стрелков ул. 17/1,1,9/23,К/М,41.3,21.3,10.4,С,4599,http://www.bn.ru/detail/flats/1176047.html,HOUSE estate,Видовая кв продам Срочно
59.901111,30.469974,Санкт-Петербург,Невский район,Искровский пр. 23 к. 1,1,5/16,К/М,40.0,18.0,9.5,Р,4600,http://www.bn.ru/detail/flats/1056761.html,ГЖА,"931-08-07 ХС, ТСЖ, консъер"
59.932031,30.463964,Санкт-Петербург,Невский район,Ворошилова ул. 31 к. 3,1,8/16,К/М,41.7,21.6,10.5,Р,4600,http://www.bn.ru/detail/flats/1172011.html,АН Невский Альянс,ПП ДГ БОЛ3ЛЕТ 9217841204
